"TIME","MAGN"
35.032,48.761136548485
35.035,48.551760395479
35.037,48.4001065339737
35.051,47.8646366067894
35.057,47.6790621630711
35.092,47.562582128707
35.103,47.76124703931
35.106,47.7211136448009
35.109,47.7544582342843
35.113,47.8557402513011
35.121,48.0381114975391
35.132,48.2194689674202
35.142,48.4555611488506
35.152,48.6714511418141
35.162,48.7052679388996
35.172,48.9886785390257
35.182,48.988758276772
35.192,48.954738343188
35.202,48.9207746003679
35.222,48.8865475488912
35.232,48.656721657958
35.242,48.8056573308874
35.253,48.6988914786569
35.262,48.6243171545884
35.272,48.544237235227
35.282,48.4697473301646
35.293,48.5153809373893
35.31,48.4831236746355
35.314,48.4486680673473
35.323,48.3122978650364
35.333,48.1772443691002
35.343,47.9788364802649
35.353,48.0476651357795
35.364,48.0013427546564
35.373,47.8549648025155
35.386,47.7396912956085
35.394,47.6191351375684
35.404,47.6138848577807
35.414,47.8639837194941
35.424,48.1144468948776
35.434,47.9989013546144
35.454,47.8663911972691
35.462,47.5772398316674
35.473,47.4730597944771
35.487,47.5226097505177
35.496,47.4149320494082
35.505,47.3517835593339
35.514,46.9602558021142
35.528,47.1054750665992
35.539,47.0261313659757
35.55,47.2437991962966
35.556,47.5325957238819
35.567,47.3836156413797
35.6,47.8676968972814
35.61,47.6741462299012
35.622,47.6807006948304
35.632,47.7371546858419
35.641,47.6103159777374
35.65,47.4816987770025
35.661,47.266944712981
35.672,47.1453039814147
35.684,46.8670826647019
35.697,46.7899227932682
35.709,46.846032716229
35.721,46.7866250252142
35.73,46.6979991541394
35.741,46.7411839949525
35.752,46.8098296968703
35.76,46.9879472577809
35.776,47.0171594340832
35.786,47.1087090541653
35.794,47.0365964569079
35.804,46.9215602095668
35.814,46.9797995153236
35.826,46.8648739062637
35.835,46.6939001637259
35.845,46.6590442063487
35.855,46.5869902038112
35.866,46.5012180620035
35.875,46.5361922324979
35.886,46.606313279426
35.897,46.634005497598
35.906,46.669298660897
35.916,46.9960520283353
35.927,46.8755833297038
35.938,46.8045303629894
35.949,46.8273507818881
35.96,46.8858737387926
35.97,47.0927442659695
35.98,46.9136090995992
35.992,46.5539002125493
36,46.5119692256735
36.012,46.4700844630177
36.024,46.4937411782489
36.033,46.4634432914738
36.045,46.1067460492497
36.061,45.928017728833
36.066,45.8206848077372
36.085,45.7802154319964
36.093,45.6977160260773
36.104,45.6154099510242
